token,label,token_length
art,I,3
LE,B,2
",",O,1
distributional,B,14
and,O,3
representation,B,14
learning,I,8
models,I,6
",",O,1
and,O,3
substantial,O,11
differences,O,11
between,O,7
the,O,3
models,B,6
themselves,O,10
.,O,1
We,O,2
discuss,O,7
a,O,1
pathway,O,7
for,O,3
improving,O,9
semantic,B,8
models,I,6
to,O,2
overcome,O,8
this,O,4
discrepancy,O,11
",",O,1
and,O,3
indicate,O,8
future,O,6
application,B,11
areas,I,5
for,O,3
improved,O,8
graded,B,6
LE,I,2
systems,I,7
.,O,1
We,O,2
explore,O,7
the,O,3
concept,O,7
of,O,2
hybrid,B,6
grammars,I,8
",",O,1
which,O,5
formalize,B,9
and,O,3
generalize,B,10
a,O,1
range,O,5
of,O,2
existing,B,8
frameworks,I,10
for,O,3
dealing,O,7
with,O,4
discontinuous,B,13
syntactic,I,9
structures,I,10
.,O,1
Covered,O,7
are,O,3
both,O,4
discontinuous,B,13
phrase,I,6
structures,I,10
and,O,3
non,B,3
-,I,1
projective,I,10
dependency,I,10
structures,I,10
.,O,1
Technically,O,11
",",O,1
hybrid,B,6
grammars,I,8
are,O,3
related,O,7
to,O,2
synchronous,B,11
grammars,I,8
",",O,1
where,O,5
one,O,3
grammar,B,7
component,I,9
generates,O,9
linear,B,6
structures,I,10
and,O,3
another,O,7
generates,O,9
hierarchical,B,12
structures,I,10
.,O,1
By,O,2
coupling,O,8
lexical,B,7
elements,I,8
of,O,2
both,O,4
components,B,10
together,O,8
",",O,1
discontinuous,B,13
structures,I,10
result,O,6
.,O,1
Several,O,7
types,O,5
of,O,2
hybrid,B,6
grammars,I,8
are,O,3
characterized,O,13
.,O,1
We,O,2
also,O,4
discuss,O,7
grammar,B,7
induction,I,9
from,O,4
treebanks,B,9
.,O,1
The,O,3
main,O,4
advantage,O,9
over,O,4
existing,O,8
frameworks,B,10
is,O,2
the,O,3
ability,O,7
of,O,2
hybrid,B,6
grammars,I,8
to,O,2
separate,O,8
discontinuity,B,13
of,O,2
the,O,3
desired,O,7
structures,B,10
from,O,4
time,B,4
complexity,I,10
of,I,2
parsing,I,7
.,O,1
This,O,4
permits,O,7
exploration,O,11
of,O,2
a,O,1
large,O,5
variety,O,7
of,O,2
parsing,B,7
algorithms,I,10
for,O,3
discontinuous,B,13
structures,I,10
",",O,1
with,O,4
different,O,9
properties,O,10
.,O,1
This,O,4
is,O,2
confirmed,O,9
by,O,2
the,O,3
reported,O,8
experimental,O,12
results,O,7
",",O,1
which,O,5
show,O,4
a,O,1
wide,O,4
variety,O,7
of,O,2
running,B,7
time,I,4
",",O,1
accuracy,B,8
",",O,1
and,O,3
frequency,B,9
of,I,2
parse,I,5
failures,I,8
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
conduct,O,7
an,O,2
empirical,O,9
investigation,B,13
of,I,2
translation,I,11
divergences,I,11
between,O,7
Chinese,B,7
and,O,3
English,B,7
relying,O,7
on,O,2
a,O,1
parallel,B,8
treebank,I,8
.,O,1
To,O,2
do,O,2
this,O,4
",",O,1
we,O,2
first,O,5
devise,B,6
a,I,1
hierarchical,I,12
alignment,I,9
scheme,I,6
where,O,5
Chinese,B,7
and,O,3
English,B,7
parse,B,5
trees,I,5
are,I,3
aligned,I,7
in,O,2
a,O,1
way,O,3
that,O,4
eliminates,O,10
conflicts,O,9
and,O,3
redundancies,O,12
between,O,7
word,B,4
alignments,I,10
and,O,3
syntactic,B,9
parses,I,6
to,O,2
prevent,O,7
the,O,3
generation,B,10
of,O,2
spurious,O,8
translation,B,11
divergences,I,11
.,O,1
Using,O,5
this,O,4
Hierarchically,B,14
Aligned,I,7
Chinese,I,7
â,I,3
English,I,7
Parallel,I,8
Treebank,I,8
(,O,1
HACEPT,B,6
),O,1
",",O,1
we,O,2
are,O,3
able,O,4
to,O,2
semi,B,4
-,I,1
automatically,I,13
identify,I,8
and,O,3
categorize,B,10
the,O,3
translation,B,11
divergences,I,11
between,O,7
the,O,3
two,O,3
languages,B,9
and,O,3
quantify,O,8
each,O,4
type,O,4
of,O,2
translation,B,11
divergence,I,10
.,O,1
Our,O,3
results,O,7
show,O,4
that,O,4
the,O,3
translation,B,11
divergences,I,11
are,O,3
much,O,4
broader,O,7
than,O,4
described,O,9
in,O,2
previous,O,8
studies,O,7
that,O,4
are,O,3
largely,O,7
based,O,5
on,O,2
anecdotal,B,9
evidence,I,8
and,O,3
linguistic,B,10
knowledge,I,9
.,O,1
The,O,3
distribution,B,12
of,I,2
the,I,3
translation,I,11
divergences,I,11
also,O,4
shows,O,5
that,O,4
some,O,4
high,O,4
-,O,1
profile,O,7
translation,B,11
divergences,I,11
that,O,4
motivate,O,8
previous,O,8
research,O,8
are,O,3
actually,O,8
very,O,4
rare,O,4
in,O,2
our,O,3
data,B,4
",",O,1
whereas,O,7
other,O,5
translation,B,11
divergences,I,11
that,O,4
have,O,4
previously,O,10
received,O,8
little,O,6
attention,O,9
actually,O,8
exist,O,5
in,O,2
large,O,5
quantities,O,10
.,O,1
We,O,2
also,O,4
show,O,4
that,O,4
HACEPT,B,6
allows,O,6
the,O,3
extraction,B,10
of,I,2
syntax,I,6
-,I,1
based,I,5
translation,I,11
rules,I,5
",",O,1
most,O,4
of,O,2
which,O,5
are,O,3
expressive,O,10
enough,O,6
to,O,2
capture,B,7
the,I,3
translation,I,11
divergences,I,11
",",O,1
and,O,3
point,O,5
out,O,3
that,O,4
the,O,3
syntactic,B,9
annotation,I,10
in,O,2
existing,O,8
treebanks,B,9
is,O,2
not,O,3
optimal,O,7
for,O,3
extracting,B,10
such,O,4
translation,B,11
rules,I,5
.,O,1
We,O,2
also,O,4
discuss,O,7
the,O,3
implications,O,12
of,O,2
our,O,3
study,O,5
for,O,3
attempts,O,8
to,O,2
bridge,O,6
translation,B,11
divergences,I,11
by,O,2
devising,B,8
shared,I,6
semantic,I,8
representations,I,15
across,I,6
languages,I,9
.,O,1
Our,O,3
quantitative,O,12
results,O,7
lend,O,4
further,O,7
support,O,7
to,O,2
the,O,3
observation,O,11
that,O,4
although,O,8
it,O,2
is,O,2
possible,O,8
to,O,2
bridge,O,6
some,O,4
translation,B,11
divergences,I,11
with,O,4
semantic,B,8
representations,I,15
",",O,1
other,O,5
translation,B,11
divergences,I,11
are,O,3
open,O,4
-,O,1
ended,O,5
",",O,1
thus,O,4
building,B,8
a,I,1
semantic,I,8
representation,I,14
that,O,4
captures,B,8
all,I,3
possible,I,8
translation,I,11
divergences,I,11
may,O,3
be,O,2
impractical,O,11
.,O,1
Probabilistic,B,13
finite,I,6
-,I,1
state,I,5
automata,I,8
are,O,3
a,O,1
formalism,B,9
that,O,4
is,O,2
widely,O,6
used,O,4
in,O,2
many,O,4
problems,O,8
of,O,2
automatic,B,9
speech,I,6
recognition,I,11
and,O,3
natural,B,7
language,I,8
processing,I,10
.,O,1
Probabilistic,B,13
finite,I,6
-,I,1
state,I,5
automata,I,8
are,O,3
closely,O,7
related,O,7
to,O,2
other,O,5
finite,B,6
-,I,1
state,I,5
models,I,6
as,O,2
weighted,B,8
finite,I,6
-,I,1
state,I,5
automata,I,8
",",O,1
word,B,4
lattices,I,8
",",O,1
and,O,3
hidden,B,6
Markov,I,6
models,I,6
.,O,1
Therefore,O,9
",",O,1
they,O,4
share,O,5
many,O,4
similar,O,7
properties,O,10
and,O,3
problems,O,8
.,O,1
Entropy,B,7
measures,I,8
of,O,2
finite,B,6
-,I,1
state,I,5
models,I,6
have,O,4
been,O,4
investigated,O,12
in,O,2
the,O,3
past,O,4
in,O,2
order,O,5
to,O,2
study,O,5
the,O,3
information,B,11
capacity,I,8
of,O,2
these,O,5
models,O,6
.,O,1
The,O,3
derivational,B,12
entropy,I,7
quantifies,O,10
the,O,3
uncertainty,B,11
that,O,4
the,O,3
model,O,5
has,O,3
about,O,5
the,O,3
probability,B,11
distribution,I,12
it,O,2
represents,O,10
.,O,1
The,O,3
derivational,B,12
entropy,I,7
in,O,2
a,O,1
finite,B,6
-,I,1
state,I,5
automaton,I,9
is,O,2
computed,O,8
from,O,4
the,O,3
probability,O,11
that,O,4
is,O,2
accumulated,O,11
in,O,2
all,O,3
of,O,2
its,O,3
individual,B,10
state,I,5
sequences,I,9
.,O,1
The,O,3
computation,O,11
of,O,2
the,O,3
entropy,B,7
from,O,4
a,O,1
weighted,B,8
finite,I,6
-,I,1
state,I,5
automaton,I,9
requires,O,8
a,O,1
normalized,B,10
model,I,5
.,O,1
This,O,4
article,O,7
studies,O,7
an,O,2
efficient,O,9
computation,O,11
of,O,2
the,O,3
derivational,B,12
entropy,I,7
of,O,2
left,O,4
-,O,1
to,O,2
-,O,1
right,O,5
probabilistic,B,13
finite,I,6
-,I,1
state,I,5
automata,I,8
",",O,1
and,O,3
it,O,2
introduces,O,10
an,O,2
efficient,O,9
algorithm,B,9
for,O,3
normalizing,O,11
weighted,B,8
finite,I,6
-,I,1
state,I,5
automata,I,8
.,O,1
The,O,3
efficient,O,9
computation,O,11
of,O,2
the,O,3
derivational,B,12
entropy,I,7
is,O,2
also,O,4
extended,O,8
to,O,2
continuous,B,10
hidden,I,6
Markov,I,6
models,I,6
.,O,1
The,O,3
general,O,7
problem,O,7
of,O,2
finding,O,7
satisfying,O,10
solutions,O,9
to,O,2
constraint,B,10
-,I,1
based,I,5
underspecified,I,14
representations,I,15
of,I,2
quantifier,I,10
scope,I,5
is,O,2
NP,B,2
-,I,1
complete,I,8
.,O,1
Existing,O,8
frameworks,B,10
",",O,1
including,O,9
Dominance,B,9
Graphs,I,6
",",O,1
Minimal,B,7
Recursion,I,9
Semantics,I,9
",",O,1
and,O,3
Hole,B,4
Semantics,I,9
",",O,1
have,O,4
struggled,O,9
to,O,2
balance,O,7
expressivity,B,12
and,O,3
tractability,B,12
in,O,2
order,O,5
to,O,2
cover,O,5
real,O,4
natural,B,7
language,I,8
sentences,I,9
with,O,4
efficient,B,9
algorithms,I,10
.,O,1
We,O,2
address,O,7
this,O,4
trade,O,5
-,O,1
off,O,3
with,O,4
a,O,1
general,B,7
principle,I,9
of,I,2
coherence,I,9
",",O,1
which,O,5
requires,O,8
that,O,4
every,O,5
variable,O,8
introduced,O,10
in,O,2
the,O,3
domain,O,6
of,O,2
discourse,O,9
must,O,4
contribute,O,10
to,O,2
the,O,3
overall,O,7
semantics,B,9
of,O,2
the,O,3
sentence,O,8
.,O,1
We,O,2
show,O,4
that,O,4
every,O,5
underspecified,B,14
representation,I,14
meeting,O,7
this,O,4
criterion,O,9
can,O,3
be,O,2
efficiently,O,11
processed,O,9
",",O,1
and,O,3
that,O,4
our,O,3
set,O,3
of,O,2
representations,O,15
subsumes,O,8
all,O,3
previously,O,10
identified,O,10
tractable,B,9
sets,I,4
.,O,1
Motivated,O,9
by,O,2
the,O,3
task,O,4
of,O,2
semantic,B,8
",",O,1
we,O,2
describe,O,8
a,O,1
transition,B,10
that,O,4
generalizes,O,11
standard,B,8
transition,I,10
-,I,1
based,I,5
dependency,I,10
parsing,I,7
techniques,I,10
to,O,2
generate,O,8
a,O,1
graph,B,5
rather,O,6
than,O,4
a,O,1
tree,B,4
.,O,1
Our,O,3
system,B,6
includes,O,8
a,O,1
cache,B,5
with,O,4
fixed,B,5
size,I,4
m,I,1
",",O,1
and,O,3
we,O,2
characterize,O,12
the,O,3
relationship,O,12
between,O,7
the,O,3
parameter,B,9
m,I,1
and,O,3
the,O,3
class,B,5
of,I,2
graphs,I,6
that,O,4
can,O,3
be,O,2
produced,O,8
through,O,7
the,O,3
graph,B,5
-,I,1
theoretic,I,9
concept,I,7
of,O,2
tree,B,4
decomposition,I,13
.,O,1
We,O,2
find,O,4
empirically,O,11
that,O,4
small,B,5
cache,I,5
sizes,I,5
cover,O,5
a,O,1
high,O,4
percentage,O,10
of,O,2
sentences,B,9
in,O,2
existing,O,8
semantic,B,8
corpora,I,7
.,O,1
Spurious,B,8
ambiguity,I,9
is,O,2
the,O,3
phenomenon,O,10
distinct,O,8
derivations,B,11
in,O,2
grammar,B,7
may,O,3
assign,O,6
the,O,3
same,O,4
structural,B,10
",",O,1
resulting,O,9
in,O,2
redundancy,B,10
in,O,2
the,O,3
parse,B,5
search,I,6
space,I,5
and,O,3
inefficiency,B,12
in,O,2
parsing,B,7
.,O,1
Understanding,O,13
the,O,3
problem,O,7
depends,O,7
on,O,2
identifying,O,11
the,O,3
essential,O,9
mathematical,B,12
structure,I,9
of,O,2
derivations,B,11
.,O,1
This,O,4
is,O,2
trivial,O,7
in,O,2
the,O,3
case,O,4
of,O,2
context,B,7
free,I,4
grammar,I,7
",",O,1
where,O,5
the,O,3
parse,B,5
structures,I,10
are,O,3
ordered,B,7
trees,I,5
;,O,1
in,O,2
the,O,3
case,O,4
of,O,2
type,B,4
logical,I,7
categorial,I,10
grammar,I,7
",",O,1
the,O,3
parse,B,5
structures,I,10
are,O,3
proof,B,5
nets,I,4
.,O,1
However,O,7
",",O,1
with,O,4
respect,O,7
to,O,2
multiplicatives,B,15
",",O,1
intrinsic,B,9
proof,I,5
nets,I,4
have,O,4
not,O,3
yet,O,3
been,O,4
given,O,5
for,O,3
displacement,B,12
calculus,I,8
",",O,1
and,O,3
proof,B,5
nets,I,4
for,O,3
additives,B,9
",",O,1
which,O,5
have,O,4
applications,O,12
to,O,2
polymorphism,B,12
",",O,1
are,O,3
not,O,3
easy,O,4
to,O,2
characterize,O,12
.,O,1
In,O,2
this,O,4
context,O,7
we,O,2
approach,O,8
here,O,4
multiplicative,B,14
-,I,1
additive,I,8
spurious,I,8
ambiguity,I,9
by,O,2
means,O,5
of,O,2
the,O,3
proof,B,5
-,I,1
theoretic,I,9
technique,I,9
of,I,2
focalization,I,12
.,O,1
Languages,O,9
vary,O,4
in,O,2
the,O,3
way,O,3
stress,B,6
is,O,2
assigned,O,8
to,O,2
syllables,O,9
within,O,6
words,O,5
.,O,1
This,O,4
article,O,7
investigates,O,12
the,O,3
learnability,B,12
of,O,2
stress,B,6
systems,I,7
in,O,2
a,O,1
wide,O,4
range,O,5
of,O,2
languages,O,9
.,O,1
The,O,3
stress,B,6
systems,I,7
can,O,3
be,O,2
described,O,9
using,O,5
finite,B,6
-,I,1
state,I,5
automata,I,8
with,O,4
symbols,O,7
indicating,O,10
levels,B,6
of,I,2
stress,I,6
(,O,1
primary,O,7
",",O,1
secondary,O,9
",",O,1
or,O,2
no,O,2
stress,O,6
),O,1
.,O,1
Finite,B,6
-,I,1
state,I,5
automata,I,8
have,O,4
been,O,4
the,O,3
focus,O,5
of,O,2
research,O,8
in,O,2
the,O,3
area,O,4
of,O,2
grammatical,B,11
inference,I,9
for,O,3
some,O,4
time,O,4
now,O,3
.,O,1
It,O,2
has,O,3
been,O,4
shown,O,5
that,O,4
finite,B,6
-,I,1
state,I,5
machines,I,8
are,O,3
learnable,B,9
from,O,4
examples,O,8
using,O,5
state,B,5
-,I,1
merging,I,7
.,O,1
One,O,3
such,O,4
approach,O,8
",",O,1
which,O,5
aims,O,4
to,O,2
learn,O,5
k,B,1
-,I,1
testable,I,8
languages,I,9
",",O,1
has,O,3
been,O,4
applied,O,7
to,O,2
stress,B,6
systems,I,7
with,O,4
some,O,4
success,O,7
.,O,1
The,O,3
family,O,6
of,O,2
k,B,1
-,I,1
testable,I,8
languages,I,9
has,O,3
been,O,4
shown,O,5
to,O,2
be,O,2
efficiently,O,11
learnable,B,9
(,O,1
in,O,2
polynomial,B,10
time,I,4
),O,1
.,O,1
Here,O,4
",",O,1
we,O,2
extend,O,6
this,O,4
approach,O,8
to,O,2
k,B,1
",",O,1
l,B,1
-,I,1
local,I,5
languages,I,9
by,O,2
taking,O,6
not,O,3
only,O,4
left,B,4
context,I,7
",",O,1
but,O,3
also,O,4
right,B,5
context,I,7
",",O,1
into,O,4
account,O,7
.,O,1
We,O,2
consider,O,8
empirical,O,9
results,O,7
testing,O,7
the,O,3
performance,O,11
of,O,2
our,O,3
learner,B,7
using,O,5
various,O,7
amounts,O,7
of,O,2
context,B,7
(,O,1
corresponding,O,13
to,O,2
varying,O,7
definitions,O,11
of,O,2
phonological,B,12
locality,I,8
),O,1
.,O,1
Our,O,3
results,O,7
show,O,4
that,O,4
our,O,3
approach,O,8
of,O,2
learning,O,8
stress,B,6
patterns,I,8
using,O,5
state,B,5
-,I,1
merging,I,7
is,O,2
more,O,4
reliant,O,7
on,O,2
left,B,4
context,I,7
than,O,4
on,O,2
right,B,5
context,I,7
.,O,1
Additionally,O,12
",",O,1
some,O,4
stress,B,6
systems,I,7
fail,O,4
to,O,2
be,O,2
learned,O,7
by,O,2
our,O,3
learner,B,7
using,O,5
either,O,6
the,O,3
left,B,4
-,I,1
context,I,7
k,I,1
-,I,1
testable,I,8
or,O,2
the,O,3
left,B,4
-,I,1
and,I,3
-,I,1
right,I,5
-,I,1
context,I,7
k,I,1
",",O,1
l,B,1
-,I,1
local,I,5
learning,I,8
system,I,6
.,O,1
A,O,1
more,O,4
complex,O,7
merging,B,7
strategy,I,8
",",O,1
and,O,3
hence,O,5
grammar,B,7
representation,I,14
",",O,1
is,O,2
required,O,8
for,O,3
these,O,5
stress,B,6
systems,I,7
.,O,1
This,O,4
article,O,7
presents,O,8
a,O,1
probabilistic,B,13
hierarchical,I,12
clustering,I,10
model,I,5
for,O,3
morphological,B,13
segmentation,I,12
.,O,1
In,O,2
contrast,O,8
to,O,2
existing,O,8
approaches,O,10
to,O,2
morphology,B,10
learning,I,8
",",O,1
our,O,3
method,O,6
allows,O,6
learning,O,8
hierarchical,B,12
organization,I,12
of,I,2
word,I,4
morphology,I,10
as,O,2
a,O,1
collection,O,10
of,O,2
tree,B,4
structured,I,10
paradigms,I,9
.,O,1
The,O,3
model,B,5
is,O,2
fully,B,5
unsupervised,I,12
and,O,3
based,O,5
on,O,2
the,O,3
hierarchical,B,12
Dirichlet,I,9
process,I,7
.,O,1
Tree,B,4
hierarchies,I,11
are,O,3
learned,O,7
along,O,5
with,O,4
the,O,3
corresponding,O,13
morphological,B,13
paradigms,I,9
simultaneously,O,14
.,O,1
Our,O,3
model,O,5
is,O,2
evaluated,O,9
on,O,2
Morpho,B,6
Challenge,I,9
and,O,3
shows,O,5
competitive,O,11
performance,O,11
when,O,4
compared,O,8
to,O,2
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
-,I,1
art,I,3
unsupervised,B,12
morphological,I,13
segmentation,I,12
systems,I,7
.,O,1
Although,O,8
we,O,2
apply,O,5
this,O,4
model,O,5
for,O,3
morphological,B,13
segmentation,I,12
",",O,1
the,O,3
model,B,5
itself,O,6
can,O,3
also,O,4
be,O,2
used,O,4
for,O,3
hierarchical,B,12
clustering,I,10
of,O,2
other,O,5
types,O,5
of,O,2
data,O,4
.,O,1
Ensemble,B,8
methods,I,7
using,O,5
multiple,O,8
classifiers,B,11
have,O,4
proven,O,6
to,O,2
be,O,2
among,O,5
the,O,3
most,O,4
successful,O,10
approaches,O,10
for,O,3
the,O,3
task,O,4
of,O,2
Native,B,6
Language,I,8
Identification,I,14
(,O,1
NLI,B,3
),O,1
",",O,1
achieving,O,9
the,O,3
current,O,7
state,B,5
of,I,2
the,I,3
art,I,3
.,O,1
However,O,7
",",O,1
a,O,1
systematic,B,10
examination,I,11
of,O,2
ensemble,B,8
methods,I,7
for,O,3
NLI,B,3
has,O,3
yet,O,3
to,O,2
be,O,2
conducted,O,9
.,O,1
Additionally,O,12
",",O,1
deeper,O,6
ensemble,B,8
architectures,I,13
such,O,4
as,O,2
classifier,B,10
stacking,I,8
have,O,4
not,O,3
been,O,4
closely,O,7
evaluated,O,9
.,O,1
We,O,2
present,O,7
a,O,1
set,O,3
of,O,2
experiments,O,11
using,O,5
three,B,5
ensemble,I,8
-,I,1
based,I,5
models,I,6
",",O,1
testing,O,7
each,O,4
with,O,4
multiple,O,8
configurations,B,14
and,O,3
algorithms,B,10
.,O,1
This,O,4
includes,O,8
a,O,1
rigorous,O,8
application,O,11
of,O,2
meta,B,4
-,I,1
classification,I,14
models,I,6
for,O,3
NLI,B,3
",",O,1
achieving,O,9
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
-,I,1
art,I,3
results,O,7
on,O,2
several,O,7
large,O,5
data,B,4
sets,I,4
",",O,1
evaluated,O,9
in,O,2
both,O,4
intra,B,5
-,I,1
corpus,I,6
and,O,3
cross,B,5
-,I,1
corpus,I,6
modes,I,5
.,O,1
We,O,2
study,O,5
the,O,3
parsing,B,7
complexity,I,10
of,O,2
Combinatory,B,11
Categorial,I,10
Grammar,I,7
(,O,1
CCG,B,3
),O,1
in,O,2
the,O,3
formalism,B,9
of,I,2
Vijay,I,5
-,I,1
Shanker,I,7
and,I,3
Weir,I,4
(,O,1
1994,O,4
),O,1
.,O,1
As,O,2
our,O,3
main,O,4
result,O,6
",",O,1
we,O,2
prove,O,5
that,O,4
any,O,3
algorithm,I,9
for,O,3
this,O,4
formalism,B,9
will,O,4
take,O,4
in,O,2
the,O,3
worst,O,5
case,O,4
exponential,B,11
time,O,4
when,O,4
the,O,3
size,O,4
of,O,2
the,O,3
grammar,B,7
",",O,1
and,O,3
not,O,3
only,O,4
the,O,3
length,O,6
of,O,2
the,O,3
input,B,5
sentence,I,8
",",O,1
is,O,2
included,O,8
in,O,2
the,O,3
analysis,O,8
.,O,1
This,O,4
sets,O,4
the,O,3
formalism,B,9
of,I,2
Vijay,I,5
-,I,1
Shanker,I,7
and,I,3
Weir,I,4
(,O,1
1994,O,4
),O,1
apart,O,5
from,O,4
weakly,B,6
equivalent,I,10
formalisms,I,10
such,O,4
as,O,2
Tree,B,4
Adjoining,I,9
Grammar,I,7
",",O,1
for,O,3
which,O,5
can,O,3
be,O,2
performed,O,9
in,O,2
time,B,4
polynomial,I,10
in,O,2
the,O,3
combined,O,8
size,O,4
of,O,2
grammar,B,7
and,O,3
input,B,5
sentence,I,8
.,O,1
Our,O,3
results,O,7
contribute,O,10
to,O,2
a,O,1
refined,O,7
understanding,O,13
of,O,2
the,O,3
class,B,5
of,O,2
mildly,B,6
context,I,7
-,I,1
sensitive,I,9
grammars,I,8
",",O,1
and,O,3
inform,O,6
the,O,3
search,O,6
for,O,3
new,O,3
",",O,1
mildly,B,6
context,I,7
-,I,1
sensitive,I,9
versions,I,8
of,I,2
CCG,I,3
.,O,1
Nominal,B,7
compounds,I,9
such,O,4
as,O,2
red,O,3
wine,O,4
and,O,3
nut,O,3
case,O,4
display,O,7
a,O,1
continuum,B,9
of,O,2
compositionality,I,16
",",O,1
with,O,4
varying,O,7
contributions,O,13
from,O,4
the,O,3
components,O,10
of,O,2
the,O,3
compound,O,8
to,O,2
its,O,3
semantics,B,9
.,O,1
This,O,4
article,O,7
proposes,O,8
a,O,1
framework,O,9
for,O,3
compound,B,8
compositionality,I,16
prediction,I,10
using,O,5
distributional,B,14
semantic,I,8
models,I,6
",",O,1
evaluating,O,10
to,O,2
what,O,4
extent,O,6
they,O,4
capture,O,7
idiomaticity,O,12
compared,O,8
to,O,2
human,O,5
judgments,O,9
.,O,1
For,O,3
evaluation,O,10
",",O,1
we,O,2
introduce,O,9
data,B,4
sets,I,4
containing,O,10
human,O,5
judgments,O,9
in,O,2
three,O,5
languages,O,9
:,O,1
English,O,7
",",O,1
French,O,6
",",O,1
and,O,3
Portuguese,O,10
.,O,1
The,O,3
results,O,7
obtained,O,8
reveal,O,6
a,O,1
high,O,4
agreement,O,9
between,O,7
the,O,3
models,I,6
and,O,3
human,O,5
predictions,O,11
",",O,1
suggesting,O,10
that,O,4
they,O,4
are,O,3
able,O,4
to,O,2
incorporate,O,11
information,O,11
about,O,5
idiomaticity,B,12
.,O,1
We,O,2
also,O,4
present,O,7
an,O,2
in,O,2
-,O,1
depth,O,5
evaluation,O,10
of,O,2
various,O,7
factors,O,7
that,O,4
can,O,3
affect,O,6
prediction,O,10
",",O,1
such,O,4
as,O,2
model,O,5
and,O,3
corpus,B,6
parameters,I,10
and,O,3
compositionality,B,16
operations,I,10
.,O,1
General,O,7
crosslingual,B,12
analyses,I,8
reveal,O,6
the,O,3
impact,O,6
of,O,2
morphological,B,13
variation,I,9
and,O,3
corpus,B,6
size,O,4
in,O,2
the,O,3
ability,O,7
of,O,2
the,O,3
model,B,5
to,O,2
predict,O,7
compositionality,B,16
",",O,1
and,O,3
of,O,2
a,O,1
uniform,B,7
combination,I,11
of,O,2
the,O,3
components,O,10
for,O,3
best,O,4
results,O,7
.,O,1
Sound,B,5
correspondence,I,14
patterns,I,8
play,O,4
a,O,1
crucial,O,7
role,O,4
for,O,3
linguistic,B,10
reconstruction,I,14
.,O,1
Linguists,B,9
use,O,3
them,O,4
to,O,2
prove,O,5
language,B,8
relationship,I,12
",",O,1
to,O,2
reconstruct,O,11
proto,B,5
-,O,1
forms,I,5
",",O,1
and,O,3
for,O,3
classical,O,9
phylogenetic,B,12
reconstruction,I,14
based,O,5
on,O,2
shared,O,6
innovations,O,11
.,O,1
Cognate,B,7
words,I,5
that,O,4
fail,O,4
to,O,2
conform,O,7
with,O,4
expected,O,8
patterns,O,8
can,O,3
further,O,7
point,O,5
to,O,2
various,O,7
kinds,O,5
of,O,2
exceptions,O,10
in,O,2
sound,B,5
change,I,6
",",O,1
such,O,4
as,O,2
analogy,B,7
or,O,2
assimilation,B,12
of,O,2
frequent,O,8
words,O,5
.,O,1
Here,O,4
I,O,1
present,O,7
an,O,2
automatic,O,9
method,O,6
for,O,3
the,O,3
inference,O,9
of,O,2
sound,B,5
correspondence,I,14
patterns,I,8
across,O,6
multiple,O,8
languages,O,9
based,O,5
on,O,2
a,O,1
network,B,7
approach,I,8
.,O,1
The,O,3
core,O,4
idea,O,4
is,O,2
to,O,2
represent,O,9
all,O,3
columns,O,7
in,O,2
aligned,B,7
cognate,I,7
sets,I,4
as,O,2
nodes,B,5
in,O,2
a,O,1
network,B,7
with,O,4
edges,B,5
representing,O,12
the,O,3
degree,O,6
of,O,2
compatibility,O,13
between,O,7
the,O,3
nodes,B,5
.,O,1
The,O,3
task,O,4
of,O,2
inferring,O,9
all,O,3
compatible,B,10
correspondence,I,14
sets,I,4
can,O,3
then,O,4
be,O,2
handled,O,7
as,O,2
the,O,3
well,O,4
-,O,1
known,O,5
minimum,B,7
clique,I,6
cover,I,5
problem,I,7
in,O,2
graph,B,5
theory,I,6
",",O,1
which,O,5
essentially,O,11
seeks,O,5
to,O,2
split,O,5
the,O,3
graph,B,5
into,O,4
the,O,3
smallest,O,8
number,O,6
of,O,2
cliques,B,7
in,O,2
which,O,5
each,O,4
node,B,4
is,O,2
represented,O,11
by,O,2
exactly,O,7
one,O,3
clique,B,6
.,O,1
The,O,3
resulting,O,9
partitions,O,10
represent,O,9
all,O,3
correspondence,B,14
patterns,I,8
that,O,4
can,O,3
be,O,2
inferred,O,8
for,O,3
a,O,1
given,O,5
data,O,4
set,O,3
.,O,1
By,O,2
excluding,O,9
those,O,5
patterns,O,8
that,O,4
occur,O,5
in,O,2
only,O,4
a,O,1
few,O,3
cognate,B,7
sets,I,4
",",O,1
the,O,3
core,O,4
of,O,2
regularly,O,9
recurring,O,9
sound,B,5
correspondences,I,15
can,O,3
be,O,2
inferred,O,8
.,O,1
Based,O,5
on,O,2
this,O,4
idea,O,4
",",O,1
the,O,3
article,O,7
presents,O,8
a,O,1
method,O,6
for,O,3
automatic,B,9
correspondence,I,14
pattern,I,7
recognition,I,11
",",O,1
which,O,5
is,O,2
implemented,O,11
as,O,2
part,O,4
of,O,2
a,O,1
Python,O,6
library,O,7
which,O,5
supplements,O,11
the,O,3
article,O,7
.,O,1
To,O,2
illustrate,O,10
the,O,3
usefulness,O,10
of,O,2
the,O,3
method,O,6
",",O,1
I,O,1
present,O,7
how,O,3
the,O,3
inferred,O,8
patterns,O,8
can,O,3
be,O,2
